name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Stenotrophomonas rhizophila	216778	species	4198652	3295	0	0.0083682
Pseudomonas alkylphenolia	237609	species	5764622	1	0	0.0
Lactobacillus paracollinoides	240427	species	10733574	2667	0	2.19733e-43
Klebsiella variicola	244366	species	10894097	9	0	1.22535e-19
Staphylococcus equorum	246432	species	8544915	5	1	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	2	0	2.15083e-74
Staphylococcus phage 77	259901	species	41708	3	0	2.6782e-38
Yersinia aleksiciae	263819	species	4000307	1	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	1	0	0.0
Enterobacter ludwigii	299767	species	4952770	1	0	0.0
Staphylococcus phage PT1028	320831	species	15603	182	0	0.0146071
Nitrospira defluvii	330214	species	4317083	1	0	0.0
Enterobacteria phage 933W sensu lato	374810	species	61042	3	0	0.0
Lactobacillus backii	375175	species	14123253	669	0	1.09253e-66
Staphylococcus phage phiNM3	387909	species	44061	3	0	4.75586e-39
Coraliomargarita akajimensis	395922	species	3750771	1	0	8.43654e-17
Cronobacter dublinensis	413497	species	4628405	1	0	6.08046e-17
Cronobacter muytjensii	413501	species	4364114	2	0	3.49051e-17
Cronobacter turicensis	413502	species	4599092	3	0	0.0
Cronobacter malonaticus	413503	species	4516853	2	0	5.45277e-17
Enterobacteria phage cdtI	414970	species	47021	1	0	2.62569e-37
Lysobacter capsici	435897	species	6391889	2	2	0.0
Kocuria flava	446860	species	3638342	1	1	0.0
Chloracidobacterium thermophilum	458033	species	3695372	1	0	0.0
Kosakonia oryzae	497725	species	5303342	9	0	2.73995e-72
Cronobacter universalis	535744	species	4436873	1	0	4.51297e-17
Stx2-converting phage 1717	563769	species	62147	3	0	4.11412e-38
Enterobacteria phage YYZ-2008	564886	species	54896	4	0	1.34404e-53
Pandoraea oxalativorans	573737	species	6500731	1	0	0.0
Photorhabdus temperata	574560	species	5147098	3	0	2.46931e-120
Arthrobacter alpinus	656366	species	8380101	7	7	0.0
Staphylococcus phage P954	668618	species	40761	3	0	5.51249e-38
Propionibacterium sp. oral taxon 193	671223	species	2649207	1	0	1.46485e-79
Enterobacteriaceae bacterium strain FGI 57	693444	species	4762179	23	0	8.96194e-72
Streptococcus sp. oral taxon 431	712633	species	2177905	2	0	2.80038e-74
Sphingomonas sp. MM-1	745310	species	4633613	1	0	0.0
Mycobacterium sinense	875328	species	4643668	1	0	2.30819e-06
Staphylococcus argenteus	985002	species	2787638	43	1	1.31704e-27
Enterobacteria phage mEp460	1147152	species	44510	1	0	1.45207e-36
Kosakonia sacchari	1158459	species	4902066	6	0	8.75667e-06
Enterobacter sp. R4-368	1166130	species	5155034	2	0	1.67946e-73
Flammeovirga sp. MY04	1191459	species	7327614	3	3	4.38825e-06
Enterobacteria phage SfI	1225789	species	38389	3	0	1.06459e-50
Pseudomonas sp. FGI182	1259844	species	5891312	2	2	3.63874e-06
Enterobacter xiangfangensis	1296536	species	4661849	2	0	0.0
Sphingobium sp. TKS	1315974	species	6228879	1	1	0.0
Enterobacter lignolyticus	1334193	species	4814049	822	0	1.65194e-38
Pseudomonas sp. JY-Q	1338689	species	6178825	1	0	0.0
Staphylococcus phage SA12	1347760	species	42902	890	0	0.113123
Klebsiella quasipneumoniae	1463165	species	5586672	1	0	1.55479e-24
Candidatus Sodalis pierantonius	1486991	species	4513140	1	1	2.37495e-06
Staphylococcus phage phiBU01	1519999	species	43748	887	0	0
Rhodococcus sp. B7740	1564114	species	5341557	6	2	4.1857e-06
Erwinia gerundensis	1619313	species	4481256	2	2	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	102	28	0.000112174
Enterobacter sp. FY-07	1692238	species	5138701	1	0	0.0
Citrobacter sp. FDAARGOS_156	1702170	species	4727434	2	0	2.27017e-06
Klebsiella sp. G5	1715259	species	4702949	828	0	3.44411e-38
Staphylococcus sp. AntiMn-1	1715860	species	2738396	5	0	0.0
Candidatus Nitrospira inopinata	1715989	species	3295117	1	0	0.0
Marinobacter sp. LQ44	1749259	species	4435564	1	0	0
Kurthia sp. 11kri321	1750719	species	2964527	1	0	2.99173e-112
Microbacterium sp. PAMC 28756	1795053	species	3539061	1	1	0.0
Shigella sp. PAMC 28760	1813821	species	4558287	43963	0	0.0261321
Salmonella phage SJ46	1815968	species	103445	3	0	7.52495e-67
Enterobacter sp. ODB01	1827481	species	4534036	1	0	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	1	0	2.19866e-113
Enterobacter cloacae complex sp. 35734	1870930	species	5276896	2	0	8.60702e-74
Erwiniaceae	1903409	family	0	1	0	0.0
Yersiniaceae	1903411	family	0	1	0	0.0
Klebsiella sp. LTGPAF-6F	1905288	species	6790399	11	3	0.0
Pectobacterium parmentieri	1905730	species	5047366	1	0	1.3143e-128
